SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
500002,ABB LTD.    ,A ,Q,8919.05,8919.05,8520.00,8541.45,8550.00,8866.30,3487,13403,115783458.00,,INE117A01022,19-Jun-24,,
500003,AEGIS LOGIS ,A ,Q,835.05,843.20,790.05,804.30,806.20,833.40,2762,44281,35765326.00,,INE208C01025,19-Jun-24,,
500008,ARE&M       ,A ,Q,1380.10,1418.40,1353.90,1398.25,1398.25,1372.00,16906,323802,451999158.00,,INE885A01032,19-Jun-24,,
500009,A.SARABHAI  ,X ,Q,44.60,44.93,44.00,44.40,44.40,44.17,290,56865,2523496.00,,INE432A01017,19-Jun-24,,
500012,ANDHRA PETRO,X ,Q,116.65,118.00,112.00,116.65,116.65,115.45,3694,523203,60448630.00,,INE714B01016,19-Jun-24,,
500013,ANSAL INFRAS,Z ,Q,9.69,9.97,9.03,9.04,9.04,9.50,104,47914,463076.00,,INE436A01026,19-Jun-24,,
500014,UTIQUE      ,X ,Q,8.61,8.61,8.27,8.38,8.42,8.44,181,15870,133046.00,,INE096A01010,19-Jun-24,,
500016,ARUNAHTEL   ,XT,Q,11.01,11.29,10.80,11.10,11.10,10.80,62,7004,76926.00,,INE957C01019,19-Jun-24,,
500020,BOM DYEING  ,A ,Q,175.00,175.85,170.10,171.35,171.95,174.90,2548,140107,24152820.00,,INE032A01023,19-Jun-24,,
500023,ASIANHOTNR  ,T ,Q,139.20,141.50,136.30,141.50,141.50,139.20,5,255,35495.00,,INE363A01022,19-Jun-24,,
500027,ATUL LTD.   ,A ,Q,6258.50,6320.00,6189.15,6227.25,6208.20,6284.40,742,1872,11711598.00,,INE100A01010,19-Jun-24,,
500028,ATV PROJECTS,XT,Q,26.25,26.90,25.00,25.88,25.86,26.16,144,33924,868804.00,,INE447A01015,19-Jun-24,,
500031,BAJAJ ELECT.,A ,Q,1070.00,1080.00,1046.55,1050.50,1049.00,1063.45,413,2663,2811828.00,,INE193E01025,19-Jun-24,,
500032,BAJAJHIND   ,A ,Q,40.50,43.95,38.68,42.55,42.55,40.36,29225,10536637,442522786.00,,INE306A01021,19-Jun-24,,
500033,FORCE MOTR  ,A ,Q,8950.05,9113.60,8881.35,8924.35,8924.35,9074.90,257,890,8021323.00,,INE451A01017,19-Jun-24,,
500034,BAJFINANCE  ,A ,Q,7333.00,7345.00,7181.00,7232.45,7236.95,7331.25,2937,14232,103238791.00,,INE296A01024,19-Jun-24,,
500038,BALRAM.CHINI,A ,Q,430.90,444.00,422.25,440.85,440.85,429.05,12348,466923,204702310.00,,INE119A01028,19-Jun-24,,
500039,BANCO PROD. ,B ,Q,609.25,614.15,600.90,602.10,602.50,609.25,875,12439,7532553.00,,INE213C01025,19-Jun-24,,
500040,CENTURY TEXT,A ,Q,2379.95,2379.95,2271.10,2288.90,2295.00,2359.35,2735,17329,39909417.00,,INE055A01016,19-Jun-24,,
500041,BANNARI AMAN,B ,Q,2950.05,3133.00,2950.05,3100.65,3133.00,2921.10,499,2875,8775071.00,,INE459A01010,19-Jun-24,,
500042,BASF INDIA  ,A ,Q,4989.05,5071.75,4880.00,4921.70,4884.90,4978.75,605,1766,8802579.00,,INE373A01013,19-Jun-24,,
500043,BATA INDIA  ,A ,Q,1454.35,1468.00,1446.50,1449.60,1452.55,1456.95,2886,24785,36035797.00,,INE176A01028,19-Jun-24,,
500048,BEML LTD    ,A ,Q,4733.15,4733.15,4471.25,4524.15,4526.60,4702.25,6195,33040,151306418.00,,INE258A01016,19-Jun-24,,
500049,BHARAT ELECT,A ,Q,320.15,320.15,304.00,309.30,309.30,318.25,88360,6670990,2074082005.00,,INE263A01024,19-Jun-24,,
500052,BHANSALI ENG,B ,Q,107.00,120.00,107.00,119.38,119.38,106.97,9514,1047930,120599900.00,,INE922A01025,19-Jun-24,,
500058,BIHAR SPONGE,XT,Q,14.26,14.26,14.22,14.23,14.23,14.48,45,34584,493016.00,,INE819C01011,19-Jun-24,,
500059,BINANI IND. ,T ,Q,15.85,16.85,15.56,16.53,16.68,16.19,13,4176,68451.00,,INE071A01013,19-Jun-24,,
500060,BIRLACABLE  ,B ,Q,249.50,249.50,242.00,243.60,245.95,249.50,1346,27486,6745282.00,,INE800A01015,19-Jun-24,,
500067,BLUE STAR   ,A ,Q,1743.05,1753.80,1693.55,1705.70,1705.70,1728.45,1329,10225,17561661.00,,INE472A01039,19-Jun-24,,
500068,DISA INDIA  ,B ,Q,15900.00,16273.00,15805.10,15946.95,15978.90,16075.50,26,123,1968931.00,,INE131C01011,19-Jun-24,,
500069,QUESTCAP    ,X ,Q,403.00,404.00,387.00,395.30,398.00,385.60,67,7066,2794024.00,,INE418C01012,19-Jun-24,,
500074,BPL LTD.    ,B ,Q,104.11,106.69,102.50,105.11,105.62,105.01,272,16262,1704279.00,,INE110A01019,19-Jun-24,,
500078,OAL         ,B ,Q,399.40,399.40,381.00,391.30,381.00,394.30,231,4023,1564111.00,,INE959C01023,19-Jun-24,,
500083,CENTURY EXT ,B ,Q,21.10,21.48,20.80,21.11,21.10,21.33,393,44618,939280.00,,INE281A01026,19-Jun-24,,
500084,CESC LTD.   ,A ,Q,151.80,152.75,146.60,149.15,149.15,151.35,3275,265587,39527527.00,,INE486A01021,19-Jun-24,,
500085,CHAMBAL FERT,A ,Q,450.05,475.40,449.35,467.75,467.75,438.55,22684,1089909,508514482.00,,INE085A01013,19-Jun-24,,
500086,EXIDE IND.  ,A ,Q,567.60,567.60,549.30,559.95,559.95,564.75,15999,461029,257436431.00,,INE302A01020,19-Jun-24,,
500087,CIPLA LTD.  ,A ,Q,1576.15,1581.70,1553.10,1559.30,1559.30,1574.25,3382,29906,46826253.00,,INE059A01026,19-Jun-24,,
500089,DIC INDIA   ,B ,Q,513.00,525.40,506.00,519.45,522.50,511.35,257,3096,1601671.00,,INE303A01010,19-Jun-24,,
500092,CRISIL LTD  ,A ,Q,4092.15,4167.80,4075.10,4111.55,4111.80,4093.00,888,3967,16308622.00,,INE007A01025,19-Jun-24,,
500093,CGPOWER     ,A ,Q,686.90,688.50,673.40,675.20,679.25,685.65,3058,48553,32994597.00,,INE067A01029,19-Jun-24,,
500096,DABUR (I)   ,A ,Q,600.20,603.25,593.95,598.40,598.00,600.05,2224,39791,23843615.00,,INE016A01026,19-Jun-24,,
500097,DALMIASUG   ,B ,Q,422.05,443.20,411.35,432.20,432.50,420.70,2953,70136,30396803.00,,INE495A01022,19-Jun-24,,
500101,ARVIND Ltd  ,A ,Q,376.00,376.00,365.10,371.25,371.25,373.60,674,14700,5449428.00,,INE034A01011,19-Jun-24,,
500103,BHEL        ,A ,Q,307.80,307.80,296.15,297.00,297.00,305.45,10625,957314,287125388.00,,INE257A01026,19-Jun-24,,
500104,HIND.PETRO  ,A ,Q,533.55,534.00,513.50,515.70,515.70,530.20,16619,472756,245238280.00,,INE094A01015,19-Jun-24,,
500106,IFCI LTD    ,A ,Q,65.01,65.38,62.24,62.67,62.67,64.62,6341,1723088,109063906.00,,INE039A01010,19-Jun-24,,
500108,MAHA.TELE   ,B ,Q,43.00,43.52,41.70,42.13,42.13,42.90,1714,409665,17393690.00,,INE153A01019,19-Jun-24,,
500109,MRPL        ,A ,Q,216.05,219.85,208.25,214.60,214.90,214.80,4544,301011,64467121.00,,INE103A01014,19-Jun-24,,
500110,CHENNAI PET.,A ,Q,990.05,997.60,960.00,973.70,970.40,988.15,2252,48197,47179370.00,,INE178A01016,19-Jun-24,,
500112,STATE BANK  ,A ,Q,846.05,860.50,841.05,852.60,852.60,844.60,23272,1066899,907692474.00,,INE062A01020,19-Jun-24,,
500113,STEEL AUTH. ,A ,Q,153.85,154.05,149.50,150.00,150.00,153.35,8184,808999,122042005.00,,INE114A01011,19-Jun-24,,
500114,TITAN       ,A ,Q,3604.05,3604.05,3455.00,3461.65,3461.65,3586.20,6945,50755,177059295.00,,INE280A01028,19-Jun-24,,
500116,IDBI BANK L ,A ,Q,87.17,88.00,85.22,86.50,86.50,86.79,1988,394456,34177106.00,,INE008A01015,19-Jun-24,,
500117,DCW LTD.    ,B ,Q,58.01,59.21,57.56,58.06,58.15,57.97,582,95395,5552330.00,,INE500A01029,19-Jun-24,,
500119,DHAMPUR SUGA,A ,Q,240.95,250.60,232.65,242.10,242.25,238.50,2566,109239,26569282.00,,INE041A01016,19-Jun-24,,
500120,DIAMINES&CHM,B ,Q,516.05,516.05,500.70,506.20,505.50,514.25,351,4655,2361946.00,,INE591D01014,19-Jun-24,,
500123,ELANTAS     ,B ,Q,12005.40,12200.00,12000.00,12133.15,12000.05,11979.45,145,878,10629667.00,,INE280B01018,19-Jun-24,,
500124,DR.REDDY'S  ,A ,Q,5997.90,5997.90,5920.50,5954.80,5964.50,5993.95,4219,18581,110612229.00,,INE089A01023,19-Jun-24,,
500125,E.I.D.PAR   ,A ,Q,736.65,833.30,733.75,815.20,815.20,733.20,8981,234867,186165771.00,,INE126A01031,19-Jun-24,,
500126,PGHL        ,A ,Q,4905.65,5034.85,4905.65,4984.75,4950.00,5016.85,159,574,2862820.00,,INE199A01012,19-Jun-24,,
500128,ELEC.CASTING,A ,Q,171.45,171.45,165.00,165.60,165.60,170.20,708,52429,8733950.00,,INE086A01029,19-Jun-24,,
500133,ESAB INDIA  ,A ,Q,6300.00,6300.00,6044.05,6096.80,6130.00,6243.05,230,511,3133347.00,,INE284A01012,19-Jun-24,,
500135,EPL         ,A ,Q,196.90,196.90,192.35,192.80,193.00,194.10,460,21857,4238821.00,,INE255A01020,19-Jun-24,,
500136,ESTER INDUS.,B ,Q,117.00,120.10,114.75,115.20,115.00,117.55,602,23363,2723991.00,,INE778B01029,19-Jun-24,,
500142,FGP LTD.    ,X ,Q,7.36,7.36,7.01,7.01,7.01,7.13,9,1901,13362.00,,INE512A01016,19-Jun-24,,
500143,P.H.CAPITAL ,X ,Q,200.00,201.50,190.00,192.45,193.00,190.05,145,3433,663110.00,,INE160F01013,19-Jun-24,,
500144,FINOL. CABLE,A ,Q,1581.85,1603.10,1541.90,1566.10,1560.65,1575.15,1865,13431,20996426.00,,INE235A01022,19-Jun-24,,
500147,COCKERILL   ,B ,Q,4398.90,4450.00,4301.00,4335.60,4319.10,4351.85,588,5920,25674460.00,,INE515A01019,19-Jun-24,,
500148,UFLEX LTD   ,A ,Q,476.15,543.00,472.80,511.90,511.00,479.25,5530,131014,67543143.00,,INE516A01017,19-Jun-24,,
500150,FOSECO INDIA,B ,Q,3897.40,4200.00,3897.40,4085.10,4078.00,3958.15,616,1900,7809692.00,,INE519A01011,19-Jun-24,,
500151,GOLDEN TOB  ,Z ,Q,47.94,47.94,46.02,47.48,47.50,46.82,24,1297,61077.00,,INE973A01010,19-Jun-24,,
500153,GANESH BENZO,B ,Q,162.00,162.00,155.00,155.45,156.20,158.65,369,10850,1703629.00,,INE388A01029,19-Jun-24,,
500159,METROGLOBL  ,X ,Q,159.40,161.00,154.00,156.45,156.45,156.30,424,26149,4132840.00,,INE085D01033,19-Jun-24,,
500160,GTL LTD.    ,T ,Q,12.07,12.07,11.85,11.93,11.93,12.06,173,167854,1999215.00,,INE043A01012,19-Jun-24,,
500163,GODFREY PH  ,A ,Q,4248.00,4321.00,4115.25,4186.50,4190.50,4243.45,2198,13002,54963590.00,,INE260B01028,19-Jun-24,,
500164,GODREJ IND  ,A ,Q,825.00,825.00,805.95,813.10,814.15,818.60,1133,6116,4979452.00,,INE233A01035,19-Jun-24,,
500165,KANSAI NERO ,A ,Q,282.90,285.20,279.05,279.90,280.65,281.55,1014,24915,7006639.00,,INE531A01024,19-Jun-24,,
500166,GOODRICKE   ,X ,Q,201.95,213.90,198.35,205.80,205.80,199.30,806,72394,14993266.00,,INE300A01016,19-Jun-24,,
500168,GOODYEAR (I),B ,Q,1203.00,1203.00,1176.00,1184.45,1188.00,1192.05,659,5383,6373710.00,,INE533A01012,19-Jun-24,,
500170,GTN INDUS   ,XT,Q,32.81,32.81,32.47,32.61,32.61,32.81,39,5101,166541.00,,INE537A01013,19-Jun-24,,
500171,GHCL LTD    ,A ,Q,520.50,526.30,516.90,519.80,519.80,519.55,1242,21409,11170434.00,,INE539A01019,19-Jun-24,,
500173,GFLLIMITED  ,B ,Q,73.00,74.33,72.15,72.61,72.80,72.62,249,11187,815603.00,,INE538A01037,19-Jun-24,,
500174,GUJ.LEASE   ,T ,Q,7.38,7.38,7.24,7.24,7.24,7.38,4,59,431.00,,INE540A01017,19-Jun-24,,
500179,HCL INFOSYS ,T ,Q,17.48,17.70,17.35,17.46,17.35,17.68,353,80487,1406264.00,,INE236A01020,19-Jun-24,,
500180,HDFC BANK   ,A ,Q,1611.00,1669.95,1603.90,1658.00,1658.00,1608.75,84180,2383247,3918743369.00,,INE040A01034,19-Jun-24,,
500182,HEROMOTOCO  ,A ,Q,5769.00,5774.75,5627.75,5644.40,5644.40,5756.10,3718,14011,79728405.00,,INE158A01026,19-Jun-24,,
500183,HFCL        ,A ,Q,124.90,130.50,119.10,126.90,126.90,124.15,28287,6307142,791228470.00,,INE548A01028,19-Jun-24,,
500184,HSCL        ,A ,Q,366.50,383.30,365.60,383.05,383.05,365.05,11604,558776,212111781.00,,INE019C01026,19-Jun-24,,
500185,HIND.CONSTN.,A ,Q,48.88,49.08,46.70,47.52,47.52,48.69,13407,3656956,174301916.00,,INE549A01026,19-Jun-24,,
500186,HIND.OIL EXP,A ,Q,195.95,202.20,192.65,197.40,197.40,195.95,4011,222128,44014670.00,,INE345A01011,19-Jun-24,,
500187,AGI         ,A ,Q,699.00,713.55,694.70,697.45,706.45,693.60,1618,21656,15283994.00,,INE415A01038,19-Jun-24,,
500188,HINDUS.ZI   ,A ,Q,646.25,658.35,630.00,633.15,633.15,645.65,2272,37737,24221451.00,,INE267A01025,19-Jun-24,,
500189,NDLVENTURE  ,B ,Q,110.50,110.50,95.50,97.78,98.11,100.68,131,6238,614870.00,,INE353A01023,19-Jun-24,,
500191,HMT LTD.    ,Z ,Q,59.00,59.00,57.00,57.80,57.50,58.26,61,8665,497451.00,,INE262A01018,19-Jun-24,,
500192,PRAG BOSIMI ,X ,Q,3.25,3.29,3.11,3.16,3.20,3.19,40,3068,9817.00,,INE962B01011,19-Jun-24,,
500193,HLVLTD      ,T ,Q,27.29,27.29,26.02,26.50,26.74,26.76,211,49711,1314189.00,,INE102A01024,19-Jun-24,,
500199,I.G.PETRO   ,B ,Q,583.35,585.35,567.60,570.25,573.40,577.45,1143,19142,11029039.00,,INE204A01010,19-Jun-24,,
500201,IND.GLYCOLS ,B ,Q,902.55,924.55,874.50,907.15,907.15,902.55,2980,31080,28134595.00,,INE560A01015,19-Jun-24,,
500202,IND.LEAS.DEV,X ,Q,10.70,10.70,8.90,9.58,9.23,9.82,45,14405,134906.00,,INE333C01013,19-Jun-24,,
500206,MARGO FIN   ,X ,Q,59.16,61.09,59.16,59.18,59.18,62.27,73,23163,1370374.00,,INE680B01019,19-Jun-24,,
500207,INDO RAMA   ,B ,Q,43.99,43.99,42.04,42.71,42.77,43.36,292,23700,1014456.00,,INE156A01020,19-Jun-24,,
500209,INFOSYS LTD ,A ,Q,1502.45,1515.95,1496.55,1511.35,1511.35,1497.85,8550,254774,383851166.00,,INE009A01021,19-Jun-24,,
500210,INGERSOLL   ,A ,Q,4650.00,4726.00,4565.25,4601.00,4726.00,4630.80,332,983,4531268.00,,INE177A01018,19-Jun-24,,
500213,INTER.TRAVEL,X ,Q,602.35,612.00,600.00,607.10,607.00,604.80,163,3558,2156014.00,,INE262B01016,19-Jun-24,,
500214,ION EXCHANGE,A ,Q,525.00,526.00,509.25,512.80,512.25,525.40,968,11988,6168992.00,,INE570A01022,19-Jun-24,,
500215,AGRO TECH FO,B ,Q,709.90,775.70,688.00,741.80,739.75,666.60,2505,63910,47509822.00,,INE209A01019,19-Jun-24,,
500219,JAIN IRRIG  ,A ,Q,75.50,78.42,71.80,76.51,76.48,74.94,2264,480456,36340781.00,,INE175A01038,19-Jun-24,,
500220,JASCH INDUST,XT,Q,169.95,172.50,169.95,172.50,172.50,173.40,66,23597,4013829.00,,INE711C01028,19-Jun-24,,
500227,JINDAL POLYF,B ,Q,596.00,620.00,580.60,613.25,609.00,597.00,1870,25931,15665867.00,,INE197D01010,19-Jun-24,,
500228,JSWSL       ,A ,Q,928.05,937.20,913.55,915.20,915.25,925.00,2655,50573,46894201.00,,INE019A01038,19-Jun-24,,
500231,UMANG DAIR  ,B ,Q,101.89,101.89,96.08,96.63,96.08,98.06,59,1096,107365.00,,INE864B01027,19-Jun-24,,
500233,KAJARIA CER.,A ,Q,1383.05,1383.05,1326.00,1334.95,1343.60,1362.70,3653,31839,43187757.00,,INE217B01036,19-Jun-24,,
500234,KAKATIYA CEM,B ,Q,234.25,235.00,220.95,228.20,228.20,225.20,119,3094,707001.00,,INE437B01014,19-Jun-24,,
500235,KALYANI STEL,B ,Q,844.00,862.15,834.50,839.10,839.50,844.00,439,5030,4275301.00,,INE907A01026,19-Jun-24,,
500236,KANELIND    ,XT,Q,1.38,1.44,1.35,1.44,1.44,1.38,27,18194,25827.00,,INE252C01015,19-Jun-24,,
500238,WHIRLPOOL   ,A ,Q,1829.25,1845.00,1769.10,1832.25,1832.25,1826.85,2927,15603,28251034.00,,INE716A01013,19-Jun-24,,
500239,KG DENIM    ,X ,Q,27.00,27.45,26.50,26.95,27.00,27.14,49,13284,360921.00,,INE104A01012,19-Jun-24,,
500240,KINETIC ENG.,X ,Q,180.95,181.00,174.15,176.35,176.60,175.90,127,9562,1692710.00,,INE266B01017,19-Jun-24,,
500241,KIRL.BROS.  ,A ,Q,2181.35,2188.10,2070.00,2126.95,2131.30,2175.50,2516,15499,32911796.00,,INE732A01036,19-Jun-24,,
500243,KIRL INDUS  ,B ,Q,6250.00,6289.70,6110.40,6133.40,6110.40,6266.10,248,737,4549720.00,,INE250A01039,19-Jun-24,,
500245,KIRL.FERROUS,A ,Q,706.80,709.65,691.10,699.35,699.35,704.45,4941,190393,134179941.00,,INE884B01025,19-Jun-24,,
500246,ENVAIN ELECT,X ,Q,184.30,203.25,184.30,203.20,203.20,193.60,38,4122,828135.00,,INE601C01013,19-Jun-24,,
500247,KOTAK MAH.BK,A ,Q,1728.20,1763.00,1716.00,1748.25,1748.25,1719.60,19651,366487,638625336.00,,INE237A01028,19-Jun-24,,
500248,KRIFILIND   ,XT,Q,3.23,3.23,3.23,3.23,3.23,3.08,1,1,3.00,,INE073A01019,19-Jun-24,,
500249,KSB         ,A ,Q,4787.00,4787.00,4592.00,4614.45,4629.00,4700.55,376,852,3966967.00,,INE999A01015,19-Jun-24,,
500250,L.G.BALKRISH,A ,Q,1245.10,1256.00,1235.00,1251.10,1255.95,1248.35,234,1660,2068010.00,,INE337A01034,19-Jun-24,,
500251,TRENT LTD.  ,A ,Q,5380.40,5403.00,5285.70,5355.75,5355.75,5358.20,6319,23664,126660572.00,,INE849A01020,19-Jun-24,,
500252,LAXMIMACH   ,A ,Q,16525.35,16703.90,16200.00,16636.65,16585.35,16380.80,200,394,6484491.00,,INE269B01029,19-Jun-24,,
500253,LIC HOUS.FIN,A ,Q,750.00,751.00,730.00,736.05,736.05,748.85,4329,103430,76280341.00,,INE115A01026,19-Jun-24,,
500257,LUPIN LTD.  ,A ,Q,1589.75,1589.90,1565.95,1572.65,1570.10,1582.15,2398,18781,29586597.00,,INE326A01037,19-Jun-24,,
500259,LYKA LABS   ,B ,Q,110.80,110.80,104.10,106.20,106.20,108.60,107,4635,498749.00,,INE933A01014,19-Jun-24,,
500260,RAMCOCEM    ,A ,Q,875.40,878.00,857.10,859.00,858.05,875.40,1627,32816,28384284.00,,INE331A01037,19-Jun-24,,
500262,HYBRIDFIN   ,B ,Q,12.50,12.80,12.00,12.29,12.19,12.41,46,6830,84044.00,,INE965B01022,19-Jun-24,,
500264,MAFATLAL IND,X ,Q,154.15,169.65,150.00,166.65,166.65,153.65,1882,286799,46747806.00,,INE270B01035,19-Jun-24,,
500265,MAH.SEAMLESS,A ,Q,691.85,696.95,672.70,676.45,674.90,688.80,3134,37669,25597025.00,,INE271B01025,19-Jun-24,,
500266,MAH.SCOOTER ,A ,Q,8085.25,8129.15,7999.70,8040.50,8052.95,8083.30,90,172,1383733.00,,INE288A01013,19-Jun-24,,
500267,MAJESTIC AUT,X ,Q,375.00,381.00,363.20,366.95,368.90,369.90,155,6351,2367256.00,,INE201B01022,19-Jun-24,,
500268,MANALI PETRO,B ,Q,90.90,96.47,88.70,93.36,93.36,88.85,7111,955363,89723766.00,,INE201A01024,19-Jun-24,,
500270,BARODA RAYON,X ,Q,165.30,167.95,165.00,166.55,165.95,165.00,90,1541,256403.00,,INE461A01024,19-Jun-24,,
500271,MFSL        ,A ,Q,998.00,998.00,977.40,987.10,986.60,990.50,1086,10493,10368695.00,,INE180A01020,19-Jun-24,,
500277,MID INDIA IN,XT,Q,9.96,9.96,9.77,9.77,9.77,9.96,11,1631,15937.00,,INE401C01018,19-Jun-24,,
500279,MIRC ELECT  ,B ,Q,21.20,21.37,20.39,20.64,20.52,20.80,411,92085,1916480.00,,INE831A01028,19-Jun-24,,
500280,CENTURY ENKA,B ,Q,638.00,638.00,618.00,618.95,619.55,622.80,247,2336,1453972.00,,INE485A01015,19-Jun-24,,
500282,MODTHREAD   ,T ,Q,59.34,59.34,59.34,59.34,59.34,58.19,7,1066,63256.00,,INE794W01014,19-Jun-24,,
500284,LORDS CHLORO,T ,Q,136.25,136.25,136.25,136.25,136.25,139.00,7,325,44281.00,,INE846D01012,19-Jun-24,,
500285,SPICEJET LTD,B ,Q,54.44,55.00,53.36,53.55,53.55,54.41,9014,1690960,91240775.00,,INE285B01017,19-Jun-24,,
500288,MOREPEN LAB.,A ,Q,57.17,57.20,54.14,54.33,54.50,56.70,2252,441505,24288462.00,,INE083A01026,19-Jun-24,,
500290,MRF LTD.    ,A ,Q,125822.00,126132.25,124750.00,124962.85,124868.55,125822.55,276,322,40438196.00,,INE883A01011,19-Jun-24,,
500292,HEIDEL CEM  ,A ,Q,215.10,217.95,213.70,215.20,215.20,217.65,502,16612,3574281.00,,INE578A01017,19-Jun-24,,
500294,NCC         ,A ,Q,324.25,325.75,313.80,314.95,316.60,322.20,4755,252732,80249917.00,,INE868B01028,19-Jun-24,,
500295,VEDL        ,A ,Q,453.85,455.65,446.00,448.45,448.45,452.45,13745,546614,246147536.00,,INE205A01025,19-Jun-24,,
500296,NAHAR SPG.  ,B ,Q,271.20,274.10,271.00,272.55,272.55,269.90,66,1128,306887.00,,INE290A01027,19-Jun-24,,
500298,NAPEROL     ,X ,Q,932.55,942.00,930.00,932.30,932.05,930.35,110,2084,1945587.00,,INE585A01020,19-Jun-24,,
500300,GRASIM IND. ,A ,Q,2463.00,2463.00,2413.90,2447.65,2447.65,2457.00,1230,9074,22148771.00,,INE047A01021,19-Jun-24,,
500302,PEL         ,A ,Q,906.00,909.90,892.00,898.20,897.60,900.15,1750,26896,24198072.00,,INE140A01024,19-Jun-24,,
500304,NIIT LTD.   ,A ,Q,103.80,104.45,101.25,102.30,102.30,103.70,1217,59745,6120237.00,,INE161A01038,19-Jun-24,,
500306,JAYKAY      ,X ,Q,154.80,156.95,146.55,156.95,156.95,142.70,2009,493277,76144961.00,,INE903A01025,19-Jun-24,,
500307,NIRLON      ,B ,Q,426.75,427.90,422.00,425.40,425.40,421.85,316,17632,7500714.00,,INE910A01012,19-Jun-24,,
500312,ONGC CORPN  ,A ,Q,275.90,276.95,271.00,271.55,271.55,275.75,9201,514509,140738159.00,,INE213A01029,19-Jun-24,,
500313,OIL COUNTRY ,T ,Q,42.20,42.20,40.40,40.40,40.40,40.25,21,1448,58732.00,,INE591A01010,19-Jun-24,,
500314,ORIENT HOTEL,B ,Q,141.75,145.20,140.50,140.85,141.05,141.75,525,27136,3866748.00,,INE750A01020,19-Jun-24,,
500317,OSWAL AGRO. ,B ,Q,45.28,48.00,45.28,47.33,47.40,44.34,384,24182,1136155.00,,INE142A01012,19-Jun-24,,
500319,INDIAN SUCRO,X ,Q,113.99,115.00,109.50,112.86,114.80,110.67,383,56852,6415834.00,,INE557C01017,19-Jun-24,,
500322,PANYAM CEMEN,XT,Q,195.90,195.90,193.00,195.90,195.90,192.10,79,3569,696851.00,,INE167E01037,19-Jun-24,,
500325,RELIANCE    ,A ,Q,2971.40,2975.20,2911.25,2917.20,2918.15,2961.40,8454,97508,286417970.00,,INE002A01018,19-Jun-24,,
500327,PILITA      ,B ,Q,12.25,12.37,12.06,12.14,12.24,12.30,423,91859,1122748.00,,INE600A01035,19-Jun-24,,
500330,RAYMOND     ,A ,Q,2480.00,2505.20,2428.95,2438.50,2448.05,2490.00,2748,17971,44085184.00,,INE301A01014,19-Jun-24,,
500331,PIDILITE    ,A ,Q,3125.70,3148.55,3101.25,3114.45,3101.25,3122.10,1733,5028,15716627.00,,INE318A01026,19-Jun-24,,
500333,PIX TRANS   ,B ,Q,1342.00,1342.00,1302.10,1302.60,1304.00,1311.20,116,1081,1412331.00,,INE751B01018,19-Jun-24,,
500335,BIRLA CORPN.,A ,Q,1560.05,1578.00,1537.10,1539.80,1540.00,1563.55,2098,10048,15575165.00,,INE340A01012,19-Jun-24,,
500336,SURYA ROSHNI,B ,Q,615.20,650.00,600.75,640.40,640.40,614.05,3524,63953,40210050.00,,INE335A01020,19-Jun-24,,
500337,PRIME SECUR.,B ,Q,198.10,203.85,197.55,200.15,203.85,204.00,102,2311,462983.00,,INE032B01021,19-Jun-24,,
500338,PRSMJOHNSN  ,A ,Q,167.80,174.40,162.55,168.95,169.35,164.20,2338,129727,22090239.00,,INE010A01011,19-Jun-24,,
500339,RAIN        ,A ,Q,170.00,171.00,165.65,166.15,166.50,169.05,2274,153995,25788528.00,,INE855B01025,19-Jun-24,,
500342,PRUDENT.SUGA,T ,Q,24.58,24.66,23.83,23.83,23.83,25.08,8,1201,28877.00,,INE024D01016,19-Jun-24,,
500343,AMJLAND     ,B ,Q,40.75,40.75,39.05,40.11,40.20,39.95,92,7531,300775.00,,INE606A01024,19-Jun-24,,
500346,PUN.COMMUNI.,B ,Q,67.05,71.89,67.05,68.86,68.86,67.05,246,31601,2202185.00,,INE609A01010,19-Jun-24,,
500350,RSWM  LTD   ,B ,Q,189.60,190.25,184.50,187.25,186.80,185.15,266,6202,1164753.00,,INE611A01016,19-Jun-24,,
500354,RAJSH.SUGAR ,B ,Q,79.00,86.70,77.57,82.68,82.68,79.34,1825,153048,12765371.00,,INE562B01019,19-Jun-24,,
500355,RALLIS INDIA,A ,Q,333.00,339.55,326.00,328.10,328.10,324.80,2806,93529,31093601.00,,INE613A01020,19-Jun-24,,
500356,RAMANEWS    ,B ,Q,20.19,20.19,19.08,19.11,19.26,19.83,137,23104,445874.00,,INE278B01020,19-Jun-24,,
500357,RAMA PAPER  ,XT,Q,16.44,17.25,15.62,15.71,15.71,16.44,42,7156,112903.00,,INE425E01013,19-Jun-24,,
500360,RAPICUT CARB,X ,Q,102.30,104.05,98.00,99.05,99.00,102.00,63,6951,694273.00,,INE350D01015,19-Jun-24,,
500365,WELSPLSOL   ,B ,Q,38.67,39.45,38.50,38.89,38.89,38.59,1289,434943,16940277.00,,INE731F01037,19-Jun-24,,
500366,ROLTA (I)   ,Z ,Q,4.15,4.36,4.09,4.36,4.36,4.16,116,242193,1050584.00,,INE293A01013,19-Jun-24,,
500367,RUBFILA INT.,X ,Q,80.90,81.10,78.05,78.65,78.65,80.03,473,93604,7433550.00,,INE642C01025,19-Jun-24,,
