SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,ISIN_CODE,TRADING_DATE,FILLER2,FILLER3
532548,CENTURYPLY  ,A ,Q,740.00,740.00,720.25,722.05,721.65,724.10,695,6454,4689194.00,,INE348B01021,19-Jun-24,,
532553,WELENT      ,A ,Q,468.85,468.85,449.25,462.15,460.60,463.00,1835,36427,16811992.00,,INE625G01013,19-Jun-24,,
532555,NTPC LTD    ,A ,Q,370.00,370.75,361.75,362.45,362.45,369.80,12107,525973,191937639.00,,INE733E01010,19-Jun-24,,
532604,SALSTEEL    ,T ,Q,22.20,22.20,21.43,21.43,21.43,21.86,45,44419,981728.00,,INE658G01014,19-Jun-24,,
532605,JBM AUTO    ,A ,Q,2070.00,2071.85,2026.45,2032.10,2032.00,2064.15,2260,18015,36765610.00,,INE927D01044,19-Jun-24,,
532610,DWAR SUGAR  ,A ,Q,76.79,79.77,74.81,78.09,78.09,76.36,5689,745088,58062156.00,,INE366A01041,19-Jun-24,,
532612,INDOCO REM  ,A ,Q,323.00,326.95,323.00,325.30,325.30,324.35,178,2259,733612.00,,INE873D01024,19-Jun-24,,
532613,VIPCLOTHNG  ,B ,Q,34.45,35.70,33.98,34.85,34.85,33.99,480,69939,2450850.00,,INE450G01024,19-Jun-24,,
532614,IMPEX       ,T ,Q,3.80,3.90,3.72,3.72,3.72,3.77,48,5983,22580.00,,INE691G01015,19-Jun-24,,
532616,XCHANGING   ,B ,Q,117.40,118.15,116.15,117.80,117.80,116.90,690,51187,6012895.00,,INE692G01013,19-Jun-24,,
532617,JETAIRWAYS  ,Z ,Q,43.99,44.68,43.41,43.50,43.50,43.92,122,9996,438010.00,,INE802G01018,19-Jun-24,,
532624,JINDALPH    ,B ,Q,680.05,680.05,669.95,671.75,671.05,682.60,84,4540,3060451.00,,INE796G01012,19-Jun-24,,
532626,POCL        ,B ,Q,685.25,709.00,670.50,676.60,676.60,678.80,496,7352,5050291.00,,INE063E01046,19-Jun-24,,
532627,JPPOWER     ,A ,Q,19.42,19.55,18.62,18.96,18.96,19.37,13993,7313416,138452740.00,,INE351F01018,19-Jun-24,,
532628,3I INFOTECH ,B ,Q,36.50,39.21,36.13,37.92,37.90,36.31,1689,246093,9357152.00,,INE748C01038,19-Jun-24,,
532629,MCNALLYB    ,T ,Q,5.05,5.15,4.75,4.90,4.90,5.00,67,55918,271171.00,,INE748A01016,19-Jun-24,,
532630,GOKALDAS    ,A ,Q,821.05,846.45,821.05,831.80,828.40,835.60,1456,11274,9366029.00,,INE887G01027,19-Jun-24,,
532633,ALLSEC TECH ,B ,Q,1205.95,1207.30,1159.05,1169.35,1165.05,1205.90,867,6176,7269314.00,,INE835G01018,19-Jun-24,,
532636,IIFL        ,A ,Q,485.50,487.80,469.95,473.35,473.35,481.50,2364,68074,32415297.00,,INE530B01024,19-Jun-24,,
532637,MAN DRUGORG ,B ,Q,113.00,115.00,105.70,107.65,108.20,113.10,426,50130,5458577.00,,INE584F01014,19-Jun-24,,
532638,SHOPPER STOP,A ,Q,734.25,737.50,728.00,730.15,732.90,728.70,307,3116,2281432.00,,INE498B01024,19-Jun-24,,
532640,CYBER MEDIA ,T ,Q,24.65,24.65,23.52,24.10,24.10,24.28,26,1859,45150.00,,INE278G01037,19-Jun-24,,
532641,NDL         ,B ,Q,56.85,57.95,51.80,55.22,55.22,52.82,8052,1821679,99845709.00,,INE875G01030,19-Jun-24,,
532642,JSWHL       ,B ,Q,7028.00,7028.00,6761.65,6865.00,6865.00,6899.65,78,190,1304983.00,,INE824G01012,19-Jun-24,,
532644,JK CEMENT   ,A ,Q,4419.00,4444.00,4283.75,4299.35,4312.80,4419.15,1496,6356,27731224.00,,INE823G01014,19-Jun-24,,
532645,BEEYU OVERSE,XT,Q,4.55,4.94,4.55,4.86,4.83,4.71,207,43756,212036.00,,INE052B01011,19-Jun-24,,
532648,YES BANK    ,A ,Q,23.80,24.13,23.49,23.82,23.82,23.80,28970,25873471,617078541.00,,INE528G01035,19-Jun-24,,
532649,NECTAR LIFE ,B ,Q,34.16,34.33,33.00,33.36,33.32,34.16,574,75621,2527460.00,,INE023H01027,19-Jun-24,,
532650,MSP STEEL   ,B ,Q,26.68,26.92,25.98,26.14,26.30,26.57,187,29682,779805.00,,INE752G01015,19-Jun-24,,
532651,SPL INDS    ,B ,Q,60.90,60.90,59.62,59.74,59.73,59.69,114,4897,293886.00,,INE978G01016,19-Jun-24,,
532652,KARNATAKA BK,A ,Q,224.50,228.00,222.15,227.20,227.20,223.55,3260,243052,54847006.00,,INE614B01018,19-Jun-24,,
532654,MCLEOD RUSSE,B ,Q,29.70,30.20,28.21,28.39,28.39,29.63,1253,203570,5895691.00,,INE942G01012,19-Jun-24,,
532656,FACOR ALLOYS,X ,Q,7.45,7.45,7.00,7.28,7.38,7.36,687,301715,2175420.00,,INE828G01013,19-Jun-24,,
532659,IDFC        ,A ,Q,122.20,122.50,118.90,121.10,121.00,120.85,3409,288593,34917980.00,,INE043D01016,19-Jun-24,,
532661,RANE MADRAS ,B ,Q,883.75,899.10,865.30,892.30,884.80,877.95,613,1638,1444776.00,,INE050H01012,19-Jun-24,,
532662,HT MEDIA    ,B ,Q,26.56,28.28,26.32,27.42,27.42,26.34,346,70134,1933680.00,,INE501G01024,19-Jun-24,,
532663,SASKEN      ,B ,Q,1580.10,1586.25,1532.05,1547.30,1553.55,1557.15,140,988,1538832.00,,INE231F01020,19-Jun-24,,
532666,FCS SOFTWARE,B ,Q,3.86,3.87,3.80,3.84,3.84,3.86,1848,1534674,5893959.00,,INE512B01022,19-Jun-24,,
532667,SUZLONENERGY,A ,Q,50.00,50.26,48.80,48.90,48.90,49.95,12341,3234231,158952065.00,,INE040H01021,19-Jun-24,,
532668,AURIONPRO SO,B ,Q,2840.95,2960.40,2830.20,2954.15,2960.00,2819.45,878,5248,15319695.00,,INE132H01018,19-Jun-24,,
532670,RENUKA SUGAR,A ,Q,48.04,52.25,46.46,51.22,51.22,47.75,19036,7097724,359722223.00,,INE087H01022,19-Jun-24,,
532673,KM SUGARMILL,T ,Q,46.50,48.50,43.94,47.86,47.86,46.25,1352,328683,15287544.00,,INE157H01023,19-Jun-24,,
532674,BANNARI AMMA,B ,Q,47.36,49.55,46.55,48.35,47.60,46.70,468,44764,2169548.00,,INE186H01022,19-Jun-24,,
532676,PBA INFRASTR,B ,Q,11.73,11.73,10.53,11.20,11.20,11.12,52,11580,129579.00,,INE160H01019,19-Jun-24,,
532683,AIAENGINEER ,A ,Q,4122.00,4329.05,4107.90,4267.10,4262.20,4118.40,1501,5135,21769070.00,,INE212H01026,19-Jun-24,,
532684,EVEREST KANT,B ,Q,135.00,135.10,127.70,128.80,128.80,135.05,2184,121183,15817965.00,,INE184H01027,19-Jun-24,,
532686,KERNEX MICRO,B ,Q,425.65,425.65,415.15,425.65,425.65,405.40,442,16914,7180011.00,,INE202H01019,19-Jun-24,,
532687,REPRO INDIA ,B ,Q,696.25,697.95,670.85,673.90,671.15,689.35,279,2045,1389882.00,,INE461B01014,19-Jun-24,,
532689,PVRINOX     ,A ,Q,1410.45,1410.45,1383.05,1390.30,1392.00,1403.00,1469,9864,13763324.00,,INE191H01014,19-Jun-24,,
532694,BARTRONICSIN,B ,Q,17.79,17.80,17.20,17.40,17.31,17.55,371,85913,1498345.00,,INE855F01042,19-Jun-24,,
532695,CELEBRITYFAS,B ,Q,18.47,18.47,17.85,18.12,18.12,18.20,33,3810,69466.00,,INE185H01016,19-Jun-24,,
532698,NITINSPINNER,B ,Q,359.00,359.00,345.15,347.55,346.90,348.40,190,4476,1564946.00,,INE229H01012,19-Jun-24,,
532699,ROYALORCH   ,B ,Q,380.00,380.00,360.75,364.15,365.25,372.80,312,9481,3453805.00,,INE283H01019,19-Jun-24,,
532700,ENT NETWORK ,B ,Q,226.05,227.95,218.60,224.00,224.70,226.75,440,15542,3450925.00,,INE265F01028,19-Jun-24,,
532701,CELLA       ,Z ,Q,12.66,13.03,12.21,12.34,12.34,12.66,43,8512,105823.00,,INE266H01014,19-Jun-24,,
532702,GUJ PETRONET,A ,Q,304.60,306.45,299.00,302.95,302.95,303.85,3338,104989,31801457.00,,INE246F01010,19-Jun-24,,
532705,JAGRAN PRAK ,B ,Q,92.00,93.50,90.25,91.11,91.11,92.24,1192,45575,4185067.00,,INE199G01027,19-Jun-24,,
532707,DYNEMIC PRO ,B ,Q,266.10,291.80,266.10,283.30,286.00,265.75,561,9376,2626642.00,,INE256H01015,19-Jun-24,,
532708,GVK POWERINF,T ,Q,11.28,11.35,11.00,11.06,11.06,11.29,1658,699575,7760474.00,,INE251H01024,19-Jun-24,,
532710,SADBHAV ENGG,T ,Q,31.24,31.24,30.00,30.45,30.20,29.76,274,237993,7405826.00,,INE226H01026,19-Jun-24,,
532713,SAKUMA EXPO ,B ,Q,36.30,38.42,36.15,36.32,36.32,36.06,6518,2517812,94307230.00,,INE190H01024,19-Jun-24,,
532714,KEC INTERN  ,A ,Q,924.70,925.60,887.75,892.05,894.50,931.55,1854,22418,20177169.00,,INE389H01022,19-Jun-24,,
532716,GILLA ARBUT ,B ,Q,83.67,84.50,82.81,84.00,84.14,84.00,12,473,39540.00,,INE047B01011,19-Jun-24,,
532717,INDOTECHTR  ,T ,Q,1709.95,1710.00,1659.00,1669.20,1670.00,1703.35,109,1461,2449633.00,,INE332H01014,19-Jun-24,,
532719,BL KASHYAP  ,B ,Q,90.50,96.00,89.00,93.45,93.50,89.18,2479,396198,36988055.00,,INE350H01032,19-Jun-24,,
532720,M&M FINANSER,A ,Q,310.55,310.90,305.70,306.35,305.75,307.70,3708,127973,39384102.00,,INE774D01024,19-Jun-24,,
532721,VISA STEEL  ,T ,Q,21.59,21.59,20.90,20.90,20.90,22.00,17,5902,123370.00,,INE286H01012,19-Jun-24,,
532722,NITCO TILES ,B ,Q,88.50,89.06,80.73,84.81,84.81,87.42,641,103346,8900473.00,,INE858F01012,19-Jun-24,,
532723,MPDL        ,XT,Q,40.44,40.44,40.44,40.44,40.44,41.26,4,571,23091.00,,INE493H01014,19-Jun-24,,
532725,SOLAR IND   ,A ,Q,10100.00,10200.00,9760.00,9860.40,9864.00,10041.25,1127,2653,26253043.00,,INE343H01029,19-Jun-24,,
532726,GALLANTT    ,T ,Q,347.00,349.90,339.95,347.90,348.95,333.25,894,46051,15970779.00,,INE297H01019,19-Jun-24,,
532728,MALU PAPER  ,T ,Q,35.30,36.20,35.30,35.80,35.80,35.95,7,579,20480.00,,INE383H01017,19-Jun-24,,
532729,UTTAM SUGAR ,B ,Q,360.50,373.00,351.00,361.65,360.60,359.30,1733,48550,17801085.00,,INE786F01031,19-Jun-24,,
532730,STL GLOBAL  ,B ,Q,17.50,18.00,16.36,17.52,17.60,16.74,116,15984,265663.00,,INE353H01010,19-Jun-24,,
532732,KEWAL KIRAN ,B ,Q,730.00,730.00,690.00,707.40,709.50,713.85,585,4527,3199430.00,,INE401H01017,19-Jun-24,,
532733,SUN TVNET   ,A ,Q,762.70,771.25,740.45,765.90,769.30,757.00,1776,24553,18579760.00,,INE424H01027,19-Jun-24,,
532734,GODAWARI POW,A ,Q,1099.20,1118.75,1076.50,1110.05,1110.05,1088.70,3564,39660,43637804.00,,INE177H01021,19-Jun-24,,
532735,RSYSTEMINT  ,B ,Q,496.75,508.60,492.00,495.15,493.65,492.45,1191,21923,10938503.00,,INE411H01032,19-Jun-24,,
532737,EMKAY GLOB F,T ,Q,175.50,178.50,171.20,177.20,177.20,178.30,63,3833,676468.00,,INE296H01011,19-Jun-24,,
532738,TCLCONS     ,B ,Q,49.00,49.04,46.50,48.77,49.00,46.71,374,44496,2165987.00,,INE388G01026,19-Jun-24,,
532740,LOKESH MACH ,T ,Q,465.95,465.95,446.00,450.65,453.00,447.40,264,15259,6981025.00,,INE397H01017,19-Jun-24,,
532741,KAMDHENU    ,B ,Q,555.00,568.00,547.25,552.25,550.30,556.95,537,9851,5506279.00,,INE390H01012,19-Jun-24,,
532742,PAUSHAKLTD  ,B ,Q,5900.00,5988.00,5755.00,5920.00,5920.00,5896.60,559,2454,14474672.00,,INE111F01016,19-Jun-24,,
532744,GTN TEXTILE ,X ,Q,13.40,13.99,12.61,13.12,13.00,13.11,184,4478,59278.00,,INE302H01017,19-Jun-24,,
532745,INDICAP     ,X ,Q,27.55,28.80,21.77,21.77,21.77,27.21,2179,2553949,57640500.00,,INE347H01012,19-Jun-24,,
532748,PRIME FOCUS ,B ,Q,99.25,102.10,99.25,99.85,99.60,101.20,120,4748,475992.00,,INE367G01038,19-Jun-24,,
532749,ALLCARGO    ,A ,Q,64.91,65.16,62.54,62.90,63.02,64.46,2279,225139,14293722.00,,INE418H01029,19-Jun-24,,
532754,GMRINFRA    ,A ,Q,98.79,100.67,95.50,97.91,97.91,97.83,13131,2624295,257475241.00,,INE776C01039,19-Jun-24,,
532755,TECH MAH    ,A ,Q,1375.00,1387.05,1360.40,1381.25,1381.25,1371.45,5789,71399,98209415.00,,INE669C01036,19-Jun-24,,
532756,CIEINDIA    ,A ,Q,588.55,588.55,569.80,571.60,573.20,582.35,2210,26101,14977335.00,,INE536H01010,19-Jun-24,,
532757,VOLTAMP TRAN,A ,Q,11725.00,11950.00,11496.30,11640.75,11600.00,11727.20,340,656,7658573.00,,INE540H01012,19-Jun-24,,
532759,ATLANTAA    ,T ,Q,42.14,42.14,41.95,42.14,42.14,41.32,152,246521,10385410.00,,INE285H01022,19-Jun-24,,
532760,DEEPENR     ,B ,Q,177.80,177.80,173.65,174.55,174.15,175.95,26,368,64849.00,,INE677H01012,19-Jun-24,,
532761,HOV SERVICES,T ,Q,65.28,65.36,65.28,65.36,65.36,67.10,7,1231,80424.00,,INE596H01014,19-Jun-24,,
532762,ACTION CONST,A ,Q,1489.60,1530.00,1441.70,1512.65,1522.00,1475.95,3987,41292,61697046.00,,INE731H01025,19-Jun-24,,
532764,GEECEE      ,B ,Q,365.00,374.05,362.25,364.35,367.50,364.60,513,4979,1823593.00,,INE916G01016,19-Jun-24,,
532766,RICHA IND   ,Z ,Q,1.39,1.39,1.35,1.35,1.35,1.39,6,888,1212.00,,INE516H01012,19-Jun-24,,
532768,FIEM INDS   ,B ,Q,1330.00,1344.25,1276.00,1283.70,1285.10,1323.30,1822,17930,23269916.00,,INE737H01014,19-Jun-24,,
532771,JHS SVEN    ,T ,Q,21.00,21.60,20.98,21.60,21.60,21.40,36,32054,679644.00,,INE544H01014,19-Jun-24,,
532772,DCBBANK     ,A ,Q,139.00,139.60,136.00,137.55,137.70,138.90,1180,123119,16964163.00,,INE503A01015,19-Jun-24,,
532773,GLOBAL VECT ,T ,Q,221.50,221.50,220.50,220.50,220.50,225.00,32,1880,415154.00,,INE792H01019,19-Jun-24,,
532775,GTL INFRAST ,B ,Q,2.36,2.36,2.25,2.36,2.36,2.25,29092,145154886,339683195.00,,INE221H01019,19-Jun-24,,
532776,SHIVAM AUTO ,B ,Q,39.92,40.30,38.60,38.98,38.90,39.92,288,26594,1039947.00,,INE637H01024,19-Jun-24,,
532777,INFO EDGE   ,A ,Q,6200.05,6270.40,6109.75,6244.30,6220.60,6189.30,1759,16920,104739791.00,,INE663F01024,19-Jun-24,,
532779,TORNT POWER ,A ,Q,1590.00,1605.35,1555.00,1588.65,1589.10,1603.40,737,5696,9001931.00,,INE813H01021,19-Jun-24,,
532780,PARSVNATH   ,B ,Q,13.95,14.34,13.75,13.79,13.79,13.93,508,166932,2335191.00,,INE561H01026,19-Jun-24,,
532782,SUTLEJ TEXT ,B ,Q,60.44,60.44,57.95,58.19,58.16,59.07,190,12501,735849.00,,INE645H01027,19-Jun-24,,
532783,LTFOODS     ,A ,Q,261.45,261.95,252.60,260.45,260.20,259.70,1578,66190,17155002.00,,INE818H01020,19-Jun-24,,
532784,SOBHA       ,A ,Q,2072.80,2094.25,2010.00,2020.70,2020.70,2155.10,1839,15862,32456213.00,,INE671H01015,19-Jun-24,,
532785,RUCHIRA PAP ,B ,Q,139.00,142.50,134.00,134.70,134.70,138.75,1013,42842,5815478.00,,INE803H01014,19-Jun-24,,
532790,TANLA       ,A ,Q,969.80,969.80,939.45,944.70,945.50,956.00,1390,18831,17888714.00,,INE483C01032,19-Jun-24,,
532794,ZEEMEDIA    ,B ,Q,14.72,14.72,14.25,14.44,14.44,14.59,1449,786975,11378533.00,,INE966H01019,19-Jun-24,,
532795,SITINET     ,T ,Q,0.65,0.65,0.64,0.64,0.64,0.65,586,1067692,687874.00,,INE965H01011,19-Jun-24,,
532796,LUMAX TECH  ,A ,Q,526.00,530.80,501.20,526.70,530.20,521.25,1250,17898,9248648.00,,INE872H01027,19-Jun-24,,
532797,AUTOIND     ,B ,Q,121.00,121.00,114.80,116.10,116.20,118.80,666,37951,4458126.00,,INE718H01014,19-Jun-24,,
532798,NTWK MED INV,A ,Q,84.34,86.34,82.40,84.11,84.67,84.67,1515,142985,12015564.00,,INE870H01013,19-Jun-24,,
532799,HUBTOWN     ,T ,Q,139.80,146.90,136.10,142.50,142.60,140.00,152,48620,6968984.00,,INE703H01016,19-Jun-24,,
532800,TV18BRDCST  ,A ,Q,43.30,43.45,42.45,42.86,42.86,43.02,3800,778985,33492078.00,,INE886H01027,19-Jun-24,,
532801,CAMBRIDGE   ,T ,Q,92.89,92.89,88.00,91.20,90.51,89.00,43,10904,974023.00,,INE627H01017,19-Jun-24,,
532804,TECHNOCRAFT ,B ,Q,2900.00,3163.85,2747.10,2926.45,2923.70,2792.95,2684,11126,33607837.00,,INE545H01011,19-Jun-24,,
532805,REDINGTON   ,A ,Q,216.65,217.15,212.40,214.85,215.00,216.55,1291,54010,11563605.00,,INE891D01026,19-Jun-24,,
532806,AI CHAMPDNY ,X ,Q,60.09,60.09,56.15,56.15,56.15,58.07,36,1394,80686.00,,INE768E01024,19-Jun-24,,
532807,CINELINE    ,B ,Q,130.00,133.15,125.50,130.10,128.25,130.25,448,13647,1766931.00,,INE704H01022,19-Jun-24,,
532808,PGIL        ,B ,Q,670.00,670.00,600.45,618.45,615.75,620.05,1076,10768,6660254.00,,INE940H01022,19-Jun-24,,
532809,FSL         ,A ,Q,197.05,201.00,197.05,199.10,198.05,200.00,798,52878,10546899.00,,INE684F01012,19-Jun-24,,
532810,POWER FINAN ,A ,Q,509.10,511.05,494.40,499.15,499.00,507.60,6820,353410,177012272.00,,INE134E01011,19-Jun-24,,
532811,AHLUWALIA CO,A ,Q,1195.05,1212.00,1180.00,1206.30,1202.00,1198.10,1528,8436,10098980.00,,INE758C01029,19-Jun-24,,
532812,TRANSWARRANT,T ,Q,21.75,21.75,21.75,21.75,21.75,21.33,18,11939,259673.00,,INE804H01012,19-Jun-24,,
532814,INDIAN BANK ,A ,Q,543.05,546.60,531.50,544.70,544.45,540.00,2171,71976,39055528.00,,INE562A01011,19-Jun-24,,
532815,SMS PHARMACE,B ,Q,206.00,220.00,206.00,216.00,215.50,208.15,1082,45386,9793344.00,,INE812G01025,19-Jun-24,,
532817,ORIENTAL    ,B ,Q,11.39,12.00,10.95,11.41,11.41,11.22,649,162381,1883928.00,,INE998H01012,19-Jun-24,,
532820,ELAND       ,XT,Q,8.66,8.66,8.07,8.56,8.56,8.49,61,20656,170975.00,,INE311H01018,19-Jun-24,,
532822,IDEA        ,A ,Q,17.00,17.40,16.35,16.92,16.92,16.86,168801,146503065,2481894013.00,,INE669E01016,19-Jun-24,,
532825,JAGJANANI   ,XT,Q,12.10,12.10,12.10,12.10,12.10,11.87,9,1874,22675.00,,INE702H01018,19-Jun-24,,
532826,RAJ TELE    ,T ,Q,121.95,121.95,118.10,118.90,118.90,119.60,14,2764,332976.00,,INE952H01027,19-Jun-24,,
532827,PAGE INDUSTR,A ,Q,38421.00,39200.00,38346.00,38938.55,38920.00,38421.25,259,404,15647449.00,,INE761H01022,19-Jun-24,,
532828,AMD INDUS   ,B ,Q,75.00,75.00,72.15,72.92,73.27,73.89,216,14761,1081524.00,,INE005I01014,19-Jun-24,,
532829,LEHAR       ,X ,Q,140.75,142.95,137.00,139.95,140.00,140.25,108,10872,1520353.00,,INE976H01018,19-Jun-24,,
532830,ASTRAL      ,A ,Q,2252.90,2252.90,2199.15,2203.10,2210.10,2257.70,2919,15428,34199589.00,,INE006I01046,19-Jun-24,,
532832,INDBUL REAL ,A ,Q,138.20,138.20,133.55,136.95,136.50,137.40,2795,551402,74826192.00,,INE069I01010,19-Jun-24,,
532834,CAMLINFINE  ,A ,Q,108.00,109.25,105.32,106.50,106.50,108.82,782,42869,4555034.00,,INE052I01032,19-Jun-24,,
532835,ICRA        ,A ,Q,5725.00,5950.00,5725.00,5829.95,5881.55,5644.45,347,1164,6824622.00,,INE725G01011,19-Jun-24,,
532839,DISH TV     ,A ,Q,16.28,16.45,15.79,16.11,16.11,16.27,4239,2617331,42200815.00,,INE836F01026,19-Jun-24,,
532841,SAHYA INDU  ,B ,Q,415.00,433.40,412.30,416.40,413.75,420.40,222,1838,773862.00,,INE280H01015,19-Jun-24,,
532842,SREE RAYALA ,B ,Q,547.95,557.20,540.10,545.20,547.55,545.00,213,2823,1544289.00,,INE917H01012,19-Jun-24,,
532843,FORTIS      ,A ,Q,498.95,498.95,487.00,489.30,489.30,493.20,1312,22454,11010992.00,,INE061F01013,19-Jun-24,,
532845,TGBHOTELS   ,B ,Q,16.95,17.15,15.93,16.00,15.97,16.62,655,71897,1178344.00,,INE797H01018,19-Jun-24,,
532847,HILTON MET  ,B ,Q,111.15,112.00,107.35,108.60,108.60,108.95,326,75273,8280256.00,,INE788H01017,19-Jun-24,,
532848,DELTA CORP  ,A ,Q,136.05,154.95,136.05,147.10,147.10,132.15,26151,3369562,499610075.00,,INE124G01033,19-Jun-24,,
532850,MIC ELECTRON,B ,Q,56.75,58.52,56.60,58.52,58.52,55.74,1714,357463,20829526.00,,INE287C01037,19-Jun-24,,
532851,INSECTCID   ,B ,Q,672.00,709.95,672.00,707.60,709.95,672.00,1105,39338,27420013.00,,INE070I01018,19-Jun-24,,
532853,ASAHI SONG  ,B ,Q,393.25,425.00,387.50,399.35,403.90,393.50,667,7944,3181828.00,,INE228I01012,19-Jun-24,,
532855,HARYA CAPFIN,X ,Q,193.00,229.00,193.00,208.20,208.95,191.50,816,55805,11977300.00,,INE928H01019,19-Jun-24,,
532856,TIME TECHNO ,A ,Q,301.50,301.50,292.40,296.95,297.50,300.45,1129,46527,13754804.00,,INE508G01029,19-Jun-24,,
532859,HGSL        ,A ,Q,876.00,876.00,851.25,855.95,855.50,865.10,253,2073,1782344.00,,INE170I01016,19-Jun-24,,
532864,NELCAST     ,B ,Q,142.55,144.10,140.60,140.95,142.10,143.35,179,8601,1226564.00,,INE189I01024,19-Jun-24,,
532867,V2RETAIL    ,T ,Q,625.00,651.30,625.00,651.30,651.30,620.30,73,2014,1302466.00,,INE945H01013,19-Jun-24,,
532868,DLF LIMITED ,A ,Q,880.15,881.00,850.70,859.75,859.75,878.60,3556,67243,57917253.00,,INE271C01023,19-Jun-24,,
532869,TARMAT      ,T ,Q,76.85,78.00,76.85,77.00,77.00,77.10,14,5457,423838.00,,INE924H01018,19-Jun-24,,
532870,ANKIT METAL ,T ,Q,3.97,4.06,3.87,3.90,3.90,3.97,21,5755,22734.00,,INE106I01010,19-Jun-24,,
532872,SUNPHA ADV  ,A ,Q,235.00,238.65,231.50,232.65,232.85,235.90,1690,84331,19651806.00,,INE232I01014,19-Jun-24,,
532875,ALLIED DIGIT,B ,Q,147.10,161.30,147.10,159.95,159.95,147.30,1551,101109,15740456.00,,INE102I01027,19-Jun-24,,
532878,ALPA LAB    ,B ,Q,85.75,85.84,85.35,85.35,85.35,86.09,22,807,69065.00,,INE385I01010,19-Jun-24,,
532879,SIR SHADI LA,XT,Q,272.05,293.45,272.05,293.35,293.45,279.50,86,7177,2069562.00,,INE117H01019,19-Jun-24,,
532880,OMAXE LTD   ,B ,Q,92.50,100.00,92.50,96.10,96.47,92.10,501,38302,3733898.00,,INE800H01010,19-Jun-24,,
532884,REFEX       ,B ,Q,170.05,179.00,164.00,168.00,168.00,165.30,4612,408468,69572684.00,,INE056I01025,19-Jun-24,,
532885,CENTRAL BK  ,A ,Q,64.98,66.30,63.40,65.04,65.04,64.99,7349,1569095,102190774.00,,INE483A01010,19-Jun-24,,
532886,SEL MANUF   ,B ,Q,65.50,66.85,64.45,65.48,65.45,64.70,229,4918,320386.00,,INE105I01020,19-Jun-24,,
532887,NTL         ,T ,Q,2.58,2.58,2.35,2.50,2.54,2.46,46,53842,134054.00,,INE333I01036,19-Jun-24,,
532888,ASIAN GRANIT,B ,Q,79.20,79.55,75.00,77.91,77.91,78.66,1086,118614,9177296.00,,INE022I01019,19-Jun-24,,
532889,K.P.R. MILL ,A ,Q,870.00,886.30,855.85,874.55,875.45,869.55,1112,14094,12360609.00,,INE930H01031,19-Jun-24,,
532890,TAKE SOLUT  ,B ,Q,21.18,21.79,21.15,21.35,21.57,21.55,341,39347,841540.00,,INE142I01023,19-Jun-24,,
532891,PURAVANKARA ,T ,Q,433.50,438.00,417.50,422.50,422.50,432.10,275,13523,5717569.00,,INE323I01011,19-Jun-24,,
532892,MOTILALOFS  ,A ,Q,666.00,697.85,666.00,690.10,690.10,661.60,2716,48848,33681093.00,,INE338I01027,19-Jun-24,,
532893,VTM LTD     ,X ,Q,68.05,69.00,66.50,68.97,68.97,68.10,185,25085,1705990.00,,INE222F01029,19-Jun-24,,
532894,IWIND ENERGY,B ,Q,25.39,25.39,23.47,23.84,23.84,24.25,425,66212,1595981.00,,INE227G01018,19-Jun-24,,
532895,NAGREKA CAP ,B ,Q,22.85,22.86,22.15,22.15,22.15,22.56,27,920,20519.00,,INE245I01016,19-Jun-24,,
532896,MAGNUM VENT ,B ,Q,55.70,55.70,52.55,54.51,54.27,53.19,441,48552,2634908.00,,INE387I01016,19-Jun-24,,
532898,POWER GRID  ,A ,Q,333.70,334.85,325.65,327.55,327.55,331.70,6980,559686,184605318.00,,INE752E01010,19-Jun-24,,
532899,KAVERI SEED ,A ,Q,964.90,964.90,932.25,935.15,933.45,946.65,650,5799,5476973.00,,INE455I01029,19-Jun-24,,
532900,PAISALO     ,A ,Q,74.00,74.00,70.95,71.83,71.70,73.91,2462,299636,21744853.00,,INE420C01059,19-Jun-24,,
532904,SUPREME INFR,Z ,Q,88.90,88.90,85.60,85.60,85.60,87.30,13,11720,1007176.00,,INE550H01011,19-Jun-24,,
532906,MAANALU     ,B ,Q,139.15,139.15,136.05,136.95,137.00,138.15,106,5190,711846.00,,INE215I01027,19-Jun-24,,
532907,ILFSENGG    ,Z ,Q,20.80,21.80,20.51,21.20,21.20,21.32,84,21291,443496.00,,INE369I01014,19-Jun-24,,
532911,PARLEIND    ,XT,Q,12.18,12.18,11.80,11.97,11.97,11.98,866,161751,1939303.00,,INE272G01014,19-Jun-24,,
532915,RELIGARE ENT,A ,Q,230.00,230.90,223.75,224.70,224.00,229.70,868,35623,8090049.00,,INE621H01010,19-Jun-24,,
532916,BARAK VALL  ,B ,Q,55.20,59.37,55.20,58.40,58.45,57.18,51,1142,66647.00,,INE139I01011,19-Jun-24,,
532918,RATHI BARS  ,X ,Q,53.45,53.59,49.00,50.53,50.53,52.67,325,51256,2609113.00,,INE575I01016,19-Jun-24,,
532921,ADANI PORTS ,A ,Q,1447.50,1452.95,1421.10,1448.85,1448.85,1444.95,10341,153753,221181399.00,,INE742F01042,19-Jun-24,,
532922,EDELWEISS   ,A ,Q,70.67,70.67,68.70,69.06,69.16,70.31,1034,88872,6156382.00,,INE532F01054,19-Jun-24,,
